game_id,price_cny,playtime_hours,positive_rate,review_count,chinese_support,tag_count,release_year
1165,22.78,51.2,0.876,111100,0,8,2024
1166,14.78,30.5,0.799,9225,1,6,2018
1167,104.46,16.5,0.721,1126,1,7,2017
1168,47.98,3.0,0.678,2235,0,10,2023
1169,32.68,2.8,0.787,14809,1,7,2015
1170,36.42,14.7,0.751,5946,0,4,2020
1171,49.12,11.1,0.766,89400,1,4,2020
1172,57.36,15.0,0.738,3355,0,11,2020
1173,122.94,5.4,0.932,33934,1,7,2024
1174,18.89,22.6,0.924,6197,0,12,2021
1175,69.24,14.9,0.816,4850,1,9,2016
1176,64.75,15.3,0.776,1721,0,6,2019
1177,10.38,20.7,0.792,48328,1,8,2018
1178,26.23,28.8,0.774,29012,0,5,2021
1179,68.36,2.6,0.931,130786,0,5,2016
1180,49.47,8.3,0.642,87976,0,6,2020
1181,25.98,6.1,0.915,6503,1,6,2016
1182,100.31,9.6,0.735,23949,0,8,2015
1183,64.88,3.2,0.765,856,0,7,2022
1184,22.45,9.7,0.759,350,1,6,2021
1185,18.22,55.8,0.92,49253,0,7,2020
1186,65.55,50.5,0.866,2697,0,8,2016
1187,37.08,2.5,0.902,36998,0,6,2024
1188,44.3,16.0,0.738,324899,0,12,2022
1189,53.59,10.0,0.921,297,1,4,2020
1190,70.89,7.9,0.685,248,1,4,2020
1191,64.89,37.3,0.864,1316,1,8,2023
1192,113.6,18.9,0.558,9723,1,8,2022
1193,19.55,16.4,0.554,6270,0,8,2018
1194,51.14,83.9,0.769,44032,0,5,2020
1195,40.51,14.1,0.916,558,0,4,2016
1196,45.31,10.4,0.875,10450,1,8,2015
1197,45.64,10.8,0.7,8759,1,4,2024
1198,49.28,26.9,0.658,691,0,4,2024
1199,71.16,10.7,0.731,2857,1,9,2020
1200,42.68,35.2,0.825,8705,0,6,2021
1201,12.88,1.7,0.689,483,1,7,2020
1202,19.89,12.1,0.845,76171,0,5,2021
1203,35.67,3.3,0.682,6102,1,10,2018
1204,100.67,4.1,0.785,590,1,8,2017
1205,14.86,16.2,0.879,16940,0,3,2021
1206,89.94,15.4,0.871,942,1,9,2018
1207,38.23,11.6,0.739,8348,1,8,2019
1208,44.6,11.2,0.615,2233,1,6,2018
1209,23.55,6.3,0.732,5320,1,7,2022
1210,119.78,10.7,0.837,249,1,6,2022
1211,102.76,17.9,0.798,286,0,4,2017
1212,88.29,16.7,0.771,852,1,3,2019
1213,46.44,8.2,0.742,783,1,5,2019
1214,10.96,2.6,0.861,24666,1,7,2020
1215,46.65,3.6,0.877,53592,1,6,2022
1216,82.16,29.9,0.72,52275,1,4,2016
1217,56.66,17.2,0.609,205,0,7,2021
1218,71.2,11.1,0.847,4941,1,5,2024
1219,58.91,66.8,0.744,1831,1,9,2020
1220,25.11,11.6,0.788,41854,1,5,2019
1221,45.7,48.9,0.821,58127,1,7,2022
1222,49.44,6.2,0.729,3209,1,7,2023
1223,24.12,6.1,0.83,1148,0,5,2020
1224,35.21,11.3,0.78,2002,1,4,2020
1225,57.27,8.0,0.626,112,1,7,2016
1226,46.74,13.3,0.601,24324,0,9,2018
1227,21.41,7.4,0.836,18340,1,3,2016
1228,44.59,4.2,0.864,48776,1,5,2022
1229,100.04,21.3,0.776,104,1,6,2016
1230,20.9,23.2,0.909,1177,1,7,2021
1231,35.61,25.7,0.682,584,0,11,2018
1232,92.86,58.0,0.859,1857,1,6,2017
1233,41.56,27.8,0.621,175,1,3,2023
1234,49.8,19.4,0.741,5575,1,4,2019
1235,72.45,2.7,0.464,6082,1,5,2020
1236,82.89,7.7,0.74,11779,0,5,2015
1237,53.62,43.1,0.784,48690,1,7,2022
1238,47.58,14.7,0.821,44185,0,3,2017
1239,73.38,7.9,0.874,4448,1,9,2019
1240,109.7,8.9,0.861,51828,1,10,2022
1241,42.65,13.3,0.838,25561,1,4,2022
1242,20.18,4.2,0.71,90,1,6,2015
1243,44.86,18.4,0.757,39900,0,2,2020
1244,48.34,6.4,0.785,6575,1,6,2022
1245,63.54,5.3,0.951,2760,0,4,2016
1246,13.64,13.1,0.821,8944,1,4,2019
1247,28.1,10.8,0.951,1796,0,10,2020
1248,22.03,36.2,0.731,1456,1,4,2019
1249,11.56,7.8,0.718,442,1,6,2021
1250,30.11,8.9,0.861,2082,1,4,2022
1251,53.05,16.9,0.799,2756,1,9,2019
1252,29.74,58.0,0.908,9392,1,7,2017
1253,78.0,11.8,0.716,7353,0,6,2020
1254,20.24,14.2,0.484,511,1,11,2018
1255,138.61,46.6,0.866,13699,1,5,2023
1256,53.81,30.9,0.719,358,0,6,2018
1257,39.71,12.0,0.777,664,1,6,2021
1258,23.88,19.4,0.839,61708,0,5,2021
1259,35.49,16.3,0.972,1361,1,4,2019
1260,60.86,36.3,0.84,7793,1,4,2015
1261,31.96,7.4,0.917,31092,1,5,2017
1262,113.09,21.9,0.913,864,1,6,2020
1263,40.11,51.6,0.857,42,0,5,2023
1264,38.87,6.1,0.678,755,0,6,2019
1265,128.51,6.6,0.886,6964,1,5,2023
1266,13.17,11.3,0.593,159,0,8,2021
1267,37.11,7.8,0.873,30131,1,6,2017
1268,35.25,14.0,0.915,104351,1,5,2024
1269,36.66,7.6,0.654,462,1,7,2021
1270,114.16,3.9,0.94,11632,0,8,2017
1271,57.88,11.7,0.804,4986,1,6,2021
1272,30.57,3.4,0.676,1889,0,5,2021
1273,37.14,9.1,0.99,1630,1,6,2023
1274,61.72,21.7,0.819,5403,1,5,2021
1275,82.98,8.8,0.882,1137,1,9,2018
1276,18.19,13.6,0.73,14915,0,7,2022
1277,57.34,8.7,0.783,46235,0,10,2017
1278,20.77,13.0,0.988,9372,0,5,2020
1279,19.5,15.4,0.862,51522,0,6,2022
1280,30.71,23.6,0.953,5282,1,4,2021
1281,47.73,11.0,0.787,2423,1,11,2022
1282,76.77,21.3,0.949,1505,1,3,2021
1283,87.13,9.0,0.863,18232,0,5,2016
1284,46.91,26.6,0.899,2163,1,11,2020
1285,45.55,31.9,0.915,70971,1,6,2018
1286,300.0,7.7,0.665,208,0,3,2016
1287,33.22,70.9,0.703,132376,0,6,2019
1288,47.64,26.5,0.731,3036,0,8,2021
1289,37.27,23.3,0.924,29544,1,3,2017
1290,38.78,10.6,0.913,134519,0,8,2023
1291,13.87,16.5,0.738,2132,1,6,2022
1292,36.3,2.5,0.91,9116,0,4,2017
1293,33.02,10.5,0.812,722,1,5,2021
1294,9.58,5.4,0.76,951,1,7,2015
1295,15.23,34.7,0.784,421779,1,12,2017
1296,25.52,4.8,0.745,17840,0,4,2023
1297,31.8,3.6,0.709,2839,1,9,2022
1298,42.08,7.6,0.75,1436,1,10,2022
1299,43.94,11.5,0.883,6639,1,7,2017
1300,23.76,25.2,0.635,148120,1,7,2019
1301,60.99,8.8,0.763,12690,0,8,2017
1302,102.94,12.9,0.642,1573,1,10,2015
1303,70.17,6.6,0.938,53772,1,5,2015
1304,88.38,14.7,0.706,4838,0,10,2019
1305,171.96,23.3,0.844,20780,1,5,2017
1306,55.85,71.9,0.771,232965,1,5,2019
1307,46.22,4.6,0.868,24412,1,6,2021
1308,54.29,39.6,0.812,245,0,6,2019
1309,16.52,22.4,0.842,36323,0,4,2021
1310,38.37,7.3,0.917,1059,1,8,2019
1311,16.59,18.8,0.574,328,1,9,2018
1312,57.49,8.8,0.964,500000,1,8,2022
1313,52.82,8.1,0.546,2052,0,7,2022
1314,218.88,5.5,0.764,752,1,8,2020
1315,95.59,3.6,0.794,9069,1,4,2019
1316,31.39,8.2,0.717,207,0,10,2018
1317,52.69,2.2,0.749,57850,1,7,2019
1318,75.7,15.3,0.873,5798,0,8,2019
1319,42.33,38.1,0.685,3555,0,12,2021
1320,66.84,16.0,0.805,1488,1,7,2020
1321,65.67,7.9,0.736,461352,1,9,2020
1322,41.32,15.2,0.849,8967,1,8,2021
1323,22.32,16.0,0.805,854,1,8,2021
1324,52.49,25.4,0.718,8175,1,5,2015
1325,70.33,20.9,0.576,3361,1,5,2021
1326,102.8,17.2,0.864,31038,1,8,2018
1327,34.35,34.4,0.789,80,1,6,2022
1328,22.9,11.5,0.76,1062,1,4,2020
1329,24.38,25.8,0.852,6478,1,7,2020
1330,50.0,39.6,0.774,179,1,6,2020
1331,89.65,6.0,0.905,3343,1,6,2020
1332,88.62,6.5,0.876,438,1,4,2022
1333,55.09,33.8,0.685,3914,0,7,2018
1334,27.94,23.7,0.764,121144,1,10,2020
1335,44.26,12.6,0.876,4690,1,10,2021
1336,16.13,34.9,0.858,3725,0,9,2016
1337,34.52,25.8,0.985,48872,1,5,2023
1338,186.93,7.7,0.813,7951,1,7,2015
1339,17.61,19.9,0.808,1467,0,6,2019
1340,34.14,121.0,0.761,6416,1,8,2020
1341,29.55,19.7,0.782,12230,1,6,2023
1342,21.0,31.1,0.886,47816,0,7,2021
1343,21.26,4.8,0.819,3323,1,6,2015
1344,20.34,11.8,0.817,30507,0,6,2017
1345,31.63,7.8,0.899,481,0,7,2022
1346,49.79,24.9,0.824,19842,1,7,2017
1347,41.16,8.5,0.795,150,1,7,2016
1348,43.57,14.6,0.803,7850,1,4,2022
1349,23.95,76.9,0.729,3704,1,6,2022
1350,45.98,23.1,0.801,1544,1,5,2022
1351,16.73,8.1,0.774,535,1,4,2020
1352,36.67,3.0,0.844,33098,0,6,2020
1353,26.33,1.3,0.869,3897,1,9,2019
1354,26.84,6.3,0.897,1427,1,9,2015
1355,22.5,3.1,0.749,229954,1,8,2022
1356,17.76,3.2,0.97,200824,1,3,2020
1357,23.95,14.8,0.928,13007,1,4,2019
1358,19.52,3.6,0.74,796,0,7,2018
1359,60.83,4.7,0.73,2661,1,4,2021
1360,34.96,16.7,0.584,23766,0,10,2022
1361,37.76,5.1,0.476,15523,1,3,2015
1362,13.58,7.4,0.826,11184,1,9,2019
1363,68.12,15.0,0.754,9264,0,11,2022
1364,30.86,22.1,0.784,65233,0,4,2018
1365,86.43,5.7,0.818,388,1,6,2022
1366,45.44,5.5,0.872,548,0,8,2019
1367,61.56,43.0,0.796,2299,1,7,2016
1368,64.22,26.4,0.891,1641,0,9,2020
1369,33.92,5.9,0.798,12177,1,3,2019
1370,35.09,28.3,0.825,9691,1,9,2020
1371,105.76,61.4,0.938,35916,1,5,2021
1372,42.96,3.5,0.967,5249,1,7,2022
1373,100.94,40.4,0.524,1648,0,5,2018
1374,40.39,22.0,0.912,46875,1,4,2018
1375,44.68,6.9,0.786,11843,0,7,2016
1376,33.32,10.1,0.699,5076,0,3,2021
1377,24.06,14.9,0.758,11460,1,8,2019
1378,14.94,4.7,0.889,74115,0,8,2022
1379,42.64,1.7,0.82,1589,1,5,2021
1380,61.19,6.5,0.86,9416,1,3,2020
1381,12.16,12.9,0.828,2122,0,6,2015
1382,53.84,14.5,0.9,57939,1,5,2021
1383,49.46,5.4,0.774,4269,1,4,2021
1384,52.92,6.2,0.817,29461,1,9,2021
1385,70.42,6.2,0.523,347,0,4,2022
1386,127.87,9.5,0.885,4817,0,10,2016
1387,46.62,10.5,0.723,16944,1,8,2020
1388,25.96,11.2,0.842,395708,1,6,2020
1389,130.99,15.3,0.563,5148,0,3,2020
1390,90.92,13.0,0.788,2778,0,7,2020
1391,61.93,18.3,0.612,316,1,8,2020
1392,31.3,13.0,0.817,2674,1,5,2020
1393,26.77,11.8,0.854,640,0,6,2020
1394,23.36,19.5,0.784,4566,1,8,2021
1395,93.37,34.5,0.931,5138,1,11,2015
1396,49.69,8.3,0.716,37307,0,12,2021
1397,20.28,13.9,0.848,13828,1,3,2018
1398,93.88,32.3,0.58,177732,1,5,2022
1399,20.53,3.8,0.822,61834,0,6,2019
1400,24.36,17.4,0.649,7735,1,4,2020
1401,70.0,26.1,0.736,6256,0,6,2018
1402,61.96,17.9,0.665,5557,0,7,2016
1403,61.36,7.3,0.722,83223,1,6,2022
1404,50.64,33.2,0.766,35526,0,7,2022
1405,36.4,16.3,0.629,982,1,3,2020
1406,34.39,18.8,0.766,3228,1,8,2019
1407,23.64,14.5,0.766,18607,1,7,2021
1408,20.83,2.4,0.81,8859,1,3,2021
1409,51.76,7.4,0.928,190790,1,9,2021
1410,35.8,4.0,0.753,57894,1,5,2022
1411,9.49,25.0,0.724,464114,0,11,2017
1412,40.4,17.0,0.89,94662,1,8,2024
1413,52.27,15.1,0.91,221973,0,7,2020
1414,18.15,77.8,0.678,350,1,6,2022
1415,22.69,9.1,0.894,828,1,7,2023
1416,32.67,6.0,0.773,1299,0,5,2019
1417,78.87,59.8,0.865,5918,0,3,2021
1418,28.87,56.7,0.818,25586,0,8,2020
1419,38.52,6.1,0.761,18340,1,7,2017
1420,41.06,16.4,0.772,74,1,6,2016
1421,31.67,23.4,0.932,1373,1,8,2019
1422,152.24,14.6,0.945,1739,1,6,2020
1423,49.82,9.1,0.781,42227,1,5,2021
1424,17.7,8.4,0.737,2624,1,6,2018
1425,97.05,6.0,0.958,3192,0,5,2022
1426,26.61,15.1,0.87,237243,1,3,2024
1427,35.55,8.4,0.795,1437,0,7,2023
1428,56.78,13.5,0.875,1389,0,4,2016
1429,42.04,132.0,0.805,3052,1,6,2017
1430,84.18,28.0,0.56,27879,1,4,2020
1431,29.14,13.9,0.894,77016,1,3,2020
1432,19.65,5.4,0.819,13194,0,5,2019
1433,24.34,10.5,0.961,4164,0,9,2016
1434,15.32,6.7,0.911,8041,0,6,2023
1435,26.97,2.4,0.584,7004,1,7,2020
1436,30.09,7.6,0.772,63924,1,6,2020
1437,74.68,18.8,0.853,811,1,9,2019
1438,78.2,24.3,0.641,1516,1,5,2021
1439,39.02,10.7,0.777,251,1,7,2021
1440,45.05,24.0,0.791,1249,1,5,2022
1441,42.06,10.2,0.61,333,1,5,2020
1442,72.79,3.7,0.91,145,1,10,2015
1443,20.02,16.2,0.729,500000,1,6,2018
1444,19.85,11.7,0.771,117369,1,5,2020
1445,49.92,5.4,0.879,2131,0,7,2022
1446,18.6,32.1,0.856,141023,0,7,2021
1447,18.97,54.3,0.854,2477,1,8,2022
1448,21.92,14.8,0.714,147465,1,6,2019
1449,15.47,16.2,0.963,500000,1,9,2021
1450,24.84,8.8,0.88,7166,0,8,2021
1451,16.5,39.3,0.8,115295,1,4,2022
1452,25.7,14.0,0.655,86320,1,6,2017
1453,127.96,7.4,0.824,205,1,4,2019
1454,37.95,26.4,0.87,13495,1,8,2022
1455,46.46,10.4,0.83,69730,0,5,2019
1456,63.65,26.1,0.757,186997,1,6,2016
1457,28.12,15.5,0.856,664,1,5,2021
1458,46.27,4.0,0.684,7631,1,6,2017
1459,87.15,12.0,0.841,976,1,8,2015
1460,99.38,4.1,0.639,484,1,5,2020
1461,27.73,151.1,0.865,133115,1,5,2016
1462,47.68,36.0,0.914,395407,1,5,2019
1463,35.45,19.0,0.936,35092,1,5,2018
1464,24.0,42.3,0.696,1679,1,5,2020
1465,43.3,9.4,0.8,5585,1,10,2019
1466,48.85,78.3,0.81,188981,1,6,2020
1467,129.18,18.6,0.89,2068,0,7,2015
1468,28.16,21.5,0.889,47176,1,7,2021
1469,30.98,3.9,0.704,3556,1,4,2018
1470,36.83,20.5,0.767,18021,1,4,2018
1471,58.23,4.9,0.532,7318,0,4,2021
1472,22.75,13.6,0.947,229478,0,6,2021
1473,37.61,3.6,0.816,1505,1,5,2018
1474,29.17,15.6,0.921,51071,0,4,2021
1475,23.32,9.5,0.964,1371,1,9,2023
1476,111.81,6.9,0.869,6946,0,6,2020
1477,39.56,10.9,0.875,1489,1,8,2020
1478,44.31,32.9,0.784,558,1,6,2016
1479,39.09,19.6,0.818,104533,0,4,2015
1480,133.79,9.6,0.889,1259,0,9,2017
1481,42.25,11.0,0.912,7770,1,6,2020
1482,17.22,6.0,0.919,5728,0,10,2024
1483,52.01,28.8,0.585,2028,1,6,2015
1484,99.67,12.3,0.846,101,1,9,2021
1485,39.66,13.1,0.746,434,1,6,2018
1486,61.41,4.0,0.665,137916,1,7,2021
1487,70.23,22.6,0.867,193768,1,8,2021
1488,15.5,3.8,0.905,261,1,6,2020
1489,46.67,23.5,0.651,6637,0,8,2019
1490,39.17,6.7,0.808,512,0,8,2022
1491,120.97,31.5,0.856,42233,0,5,2021
1492,9.43,28.7,0.853,500000,1,9,2023
1493,155.73,11.1,0.873,2732,0,5,2022
1494,44.85,21.0,0.749,2859,1,10,2016
1495,41.3,11.2,0.619,62601,0,7,2019
1496,7.08,3.7,0.844,197414,0,6,2023
1497,11.28,41.1,0.906,47062,0,7,2019
1498,19.09,28.5,0.926,1523,1,7,2020
1499,21.88,13.6,0.927,6859,0,6,2022
1500,95.34,19.2,0.91,7531,1,7,2020
1501,23.22,7.3,0.627,682,0,5,2023
1502,45.31,6.0,0.984,4224,1,6,2022
1503,37.67,37.1,0.74,304,0,5,2022
1504,16.99,10.3,0.822,25285,1,8,2022
1505,13.77,10.0,0.751,349,1,7,2022
1506,49.8,5.8,0.755,6468,1,7,2015
1507,41.66,41.0,0.623,18034,0,10,2020
1508,20.44,6.9,0.799,13421,0,3,2016
1509,58.45,1.6,0.916,345220,0,5,2019
1510,28.49,25.0,0.647,444,1,7,2019
1511,56.9,32.4,0.865,1060,0,4,2015
1512,31.8,5.3,0.738,4359,1,7,2022
1513,49.4,3.0,0.905,2542,0,5,2021
1514,23.94,11.6,0.691,10687,0,9,2020
1515,69.94,22.8,0.917,8631,1,8,2021
1516,30.17,80.8,0.814,202,0,4,2017
1517,47.2,14.6,0.722,44237,0,6,2024
1518,33.06,41.9,0.858,725,1,5,2018
1519,31.57,31.4,0.692,500000,1,6,2020
1520,75.46,7.5,0.866,6426,0,4,2018
1521,24.17,8.9,0.907,319245,1,6,2022
1522,44.34,50.5,0.933,454,1,5,2024
1523,27.79,8.0,0.824,8662,1,9,2020
1524,61.98,60.5,0.946,500000,1,6,2021
1525,93.46,11.0,0.956,1609,1,5,2018
1526,29.49,43.0,0.926,1523,1,6,2017
1527,84.69,2.7,0.827,2187,0,4,2018
1528,19.89,26.9,0.784,4162,0,9,2022
1529,20.61,1.9,0.533,25405,0,8,2019
1530,39.34,5.4,0.796,118,0,5,2016
1531,46.4,11.9,0.837,439,1,5,2018
1532,51.44,13.4,0.65,449,1,5,2019
1533,26.92,35.0,0.807,23720,0,3,2022
1534,27.56,26.6,0.95,3578,1,4,2019
1535,102.04,4.1,0.704,167,1,8,2018
1536,45.86,11.2,0.614,40143,1,7,2019
1537,43.7,20.5,0.717,1866,0,10,2018
1538,18.3,5.6,0.76,14100,1,8,2021
1539,13.01,7.0,0.882,1522,1,6,2018
1540,12.99,16.1,0.779,7672,1,7,2018
1541,20.89,59.9,0.889,3237,1,9,2021
1542,27.49,3.2,0.551,3118,1,3,2017
1543,31.98,42.5,0.68,54293,1,2,2023
1544,31.58,38.8,0.494,12601,1,3,2019
1545,44.72,58.9,0.53,19108,0,7,2023
1546,109.42,2.1,0.611,6367,0,4,2019
1547,41.55,5.2,0.828,58116,0,3,2016
1548,14.46,3.2,0.863,1918,1,7,2023
1549,111.57,6.2,0.692,302,1,9,2021
1550,34.26,27.2,0.822,82,1,4,2017
1551,176.96,30.7,0.771,9850,1,6,2019
1552,53.4,23.7,0.857,500000,0,10,2021
1553,31.99,90.2,0.971,2834,1,6,2021
1554,24.06,9.5,0.599,1178,1,7,2021
1555,36.06,20.3,0.959,20836,1,8,2024
1556,132.67,12.5,0.698,481,1,4,2016
1557,24.6,8.7,0.955,34405,0,9,2018
1558,43.04,21.7,0.885,11570,1,9,2021
1559,41.13,12.5,0.798,10184,1,6,2019
1560,65.2,3.6,0.663,2990,1,5,2022
1561,145.22,13.2,0.914,53692,1,5,2021
1562,41.8,3.9,0.845,16525,0,6,2019
1563,19.34,33.7,0.749,1520,0,6,2020
1564,19.76,25.1,0.904,16343,1,9,2023
1565,26.36,2.4,0.581,500000,1,4,2020
1566,77.98,19.4,0.923,14834,1,7,2022
1567,11.99,33.7,0.837,378,1,10,2018
1568,40.97,18.3,0.78,1102,1,3,2020
1569,16.31,9.0,0.687,13257,1,6,2020
1570,24.12,7.0,0.826,10461,1,5,2021
1571,55.05,36.6,0.79,296818,1,7,2020
1572,92.73,9.9,0.853,3926,0,5,2016
1573,32.87,30.1,0.924,2859,1,6,2018
1574,26.87,19.2,0.786,1457,0,10,2018
1575,28.26,19.1,0.927,22566,1,4,2022
1576,36.95,3.8,0.845,1284,1,9,2021
1577,47.47,59.4,0.777,3345,0,7,2019
1578,16.81,42.5,0.751,1124,1,5,2017
1579,50.67,44.5,0.862,2231,1,7,2023
1580,117.42,10.7,0.749,73481,1,5,2020
1581,22.67,58.5,0.936,1490,0,6,2017
1582,19.42,29.5,0.864,25825,0,3,2016
1583,51.42,29.1,0.928,2501,0,6,2015
1584,40.6,3.8,0.611,361,0,7,2021
1585,18.11,8.4,0.883,34710,0,2,2021
1586,46.75,3.6,0.795,7239,0,5,2019
1587,28.13,12.4,0.955,8069,0,4,2022
1588,62.86,21.9,0.684,11201,1,11,2020
1589,33.64,13.2,0.802,5167,1,8,2022
1590,52.53,2.4,0.673,335,1,4,2024
1591,46.2,40.8,0.849,220,1,8,2022
1592,69.46,28.2,0.825,1714,1,5,2020
1593,68.42,14.8,0.821,61524,0,7,2023
1594,11.98,17.2,0.72,95057,1,12,2018
1595,48.05,2.8,0.81,3015,1,8,2021
1596,73.79,9.9,0.891,434,0,7,2018
1597,177.93,29.7,0.735,819,1,9,2019
1598,38.84,13.8,0.859,3475,1,4,2023
1599,102.57,24.4,0.903,34690,1,7,2019
1600,8.78,6.8,0.886,8032,1,7,2022
1601,75.1,4.8,0.725,1792,1,6,2016
1602,18.44,13.0,0.772,228,1,4,2023
1603,70.81,19.7,0.907,194408,1,7,2021
1604,35.28,11.3,0.857,3321,1,6,2022
1605,69.97,40.4,0.845,10734,0,6,2021
1606,39.09,11.4,0.634,41991,1,4,2020
1607,28.95,30.8,0.755,129,1,11,2018
1608,207.97,10.2,0.661,987,1,3,2023
1609,30.72,25.1,0.954,12404,1,6,2023
1610,10.95,7.6,0.856,35717,1,8,2020
1611,33.21,8.0,0.833,47904,1,9,2020
1612,33.51,49.1,0.834,22267,1,6,2018
1613,22.07,3.1,0.878,5767,0,5,2016
1614,17.86,26.0,0.728,2329,1,6,2021
1615,44.96,8.5,0.695,40417,1,7,2019
1616,27.12,12.4,0.853,1103,1,10,2017
1617,64.5,47.7,0.696,83,0,8,2021
1618,22.04,32.4,0.913,1363,1,6,2017
1619,88.85,22.9,0.721,1173,1,9,2020
1620,30.52,8.1,0.623,9583,1,11,2017
1621,77.17,196.4,0.905,1531,1,9,2021
1622,67.38,11.3,0.572,1500,1,5,2020
1623,48.53,10.2,0.811,306,1,8,2018
1624,32.34,10.7,0.93,5344,0,5,2019
1625,16.45,16.6,0.835,506,1,7,2021
1626,30.39,9.1,0.917,4272,1,4,2021
1627,40.96,3.0,0.861,7798,1,7,2021
1628,43.76,10.9,0.782,3452,1,7,2020
1629,45.78,10.9,0.879,7573,1,5,2019
1630,27.28,5.7,0.614,135,0,4,2018
1631,16.47,25.5,0.772,583,0,12,2015
1632,23.07,6.1,0.659,5429,1,10,2023
1633,54.39,8.2,0.741,9090,0,4,2021
1634,60.18,5.8,0.924,2355,0,3,2019
1635,36.64,16.2,0.893,24211,1,6,2020
1636,104.66,4.9,0.65,201,1,3,2022
1637,39.74,6.9,0.664,455,0,6,2022
1638,117.88,12.1,0.642,900,0,4,2019
1639,72.83,10.1,0.886,7859,0,5,2020
1640,62.25,9.9,0.825,4784,1,7,2016
1641,33.33,20.9,0.864,26974,0,6,2022
1642,26.52,32.8,0.619,500000,1,6,2023
1643,40.85,19.9,0.676,90021,0,6,2021
1644,41.68,4.6,0.423,5950,1,12,2021
1645,13.63,3.7,0.895,13628,1,5,2021
1646,31.33,54.3,0.964,9360,1,8,2021
1647,17.46,5.6,0.62,6338,1,4,2020
1648,25.3,43.2,0.458,14839,0,4,2020
1649,27.79,5.4,0.783,15110,1,8,2016
1650,50.2,9.6,0.829,3692,1,8,2018
1651,30.91,12.7,0.829,968,0,6,2021
1652,70.64,74.9,0.764,43294,0,9,2017
1653,48.67,5.1,0.902,7027,0,7,2022
1654,107.16,9.8,0.775,49,0,4,2017
1655,17.6,19.0,0.956,1169,0,5,2020
1656,67.07,17.4,0.8,30,0,7,2021
1657,14.41,18.6,0.796,1293,1,4,2018
1658,33.03,6.0,0.917,32944,1,6,2015
1659,25.26,8.5,0.768,12777,1,9,2020
1660,68.45,5.7,0.85,22064,1,4,2022
1661,59.5,4.3,0.802,798,0,5,2020
1662,15.78,1.2,0.72,2658,0,4,2020
1663,11.68,11.5,0.929,568,1,7,2018
1664,29.77,54.3,0.87,3916,1,4,2020
1665,33.07,8.3,0.646,20311,1,5,2019
1666,30.79,11.8,0.95,1606,1,11,2021
1667,25.12,30.7,0.5,79,1,4,2017
1668,213.16,16.9,0.871,7961,1,6,2022
1669,45.81,14.6,0.884,9362,1,6,2019
1670,40.35,10.0,0.825,35020,1,8,2020
1671,116.93,15.3,0.918,4550,1,5,2023
1672,56.44,5.1,0.913,541,1,7,2019
1673,68.11,4.3,0.806,44836,0,8,2020
1674,49.52,16.7,0.709,286,0,4,2020
1675,28.44,13.4,0.673,273045,1,8,2020
1676,8.16,7.3,0.927,10611,0,5,2020
1677,110.32,185.7,0.835,7863,1,6,2022
1678,70.54,4.7,0.656,12532,0,5,2022
1679,40.46,16.4,0.955,2337,1,9,2017
1680,122.54,38.0,0.795,37452,1,7,2016
1681,55.62,3.3,0.594,170,0,5,2018
1682,61.13,14.8,0.906,1745,0,4,2021
1683,62.13,25.4,0.941,2362,0,6,2021
1684,166.75,22.1,0.799,47,1,4,2022
1685,30.23,19.3,0.878,16809,1,5,2022
1686,56.02,56.6,0.784,24473,1,5,2022
1687,72.76,59.2,0.776,1002,1,6,2021
1688,32.92,12.7,0.782,3652,0,9,2019
1689,76.99,5.3,0.871,12156,1,6,2019
1690,126.57,3.9,0.834,3649,0,7,2018
1691,20.21,39.9,0.853,24691,1,6,2023
1692,31.28,30.2,0.823,1252,1,5,2021
1693,104.53,10.9,0.72,240,1,7,2019
1694,20.46,9.4,0.949,4532,1,6,2021
1695,18.34,64.8,0.677,2720,1,5,2017
1696,43.22,12.7,0.827,24109,1,4,2023
1697,45.31,29.3,0.909,872,1,9,2020
1698,74.77,10.0,0.892,5633,0,5,2017
1699,75.36,16.0,0.623,3684,0,8,2017
1700,52.13,15.5,0.618,190,0,7,2022
1701,15.04,18.0,0.693,2506,1,7,2021
1702,24.98,3.8,0.605,34725,0,8,2019
1703,25.05,18.2,0.523,171,1,8,2021
1704,84.78,26.3,0.912,5546,1,9,2021
1705,22.78,2.7,0.974,47056,0,6,2017
1706,77.93,3.5,0.586,22136,0,11,2021
1707,45.91,37.1,0.697,6617,1,4,2017
1708,41.09,16.7,0.808,40676,1,4,2017
1709,19.74,5.3,0.902,547,1,9,2019
1710,66.4,36.3,0.977,8086,1,4,2020
1711,99.67,3.9,0.65,1114,1,5,2017
1712,11.61,7.7,0.839,2479,0,4,2024
1713,26.74,6.1,0.868,855,1,4,2021
1714,63.61,6.9,0.793,483,0,9,2019
1715,110.46,4.5,0.588,9,0,3,2015
1716,78.35,13.2,0.513,2618,1,8,2016
1717,21.59,13.5,0.962,3488,1,9,2016
1718,53.04,12.1,0.749,22164,1,6,2021
1719,52.79,3.3,0.824,5230,1,5,2020
1720,34.41,13.5,0.699,48341,1,7,2017
1721,73.6,7.5,0.735,15024,0,7,2020
1722,94.09,12.3,0.803,25906,1,6,2019
1723,53.71,16.8,0.566,3526,0,10,2020
1724,52.71,11.8,0.717,16205,1,3,2016
1725,90.82,51.1,0.932,3022,1,9,2021
1726,99.58,12.9,0.954,21368,1,4,2019
